Bird.ID,Species,Nest.Type.Specific,Nest.Type,Sex,Family,Assay,Nest.Type.Ind,Assay.Date,Assay.Time,Collect.Date,Collect.Time,Dissec.Init.,Treatment,Capture,Mount.ID,Mount.Sex,Song.ID,Time.Point,Days.Delayed,Location,Playback.start,Box.set,Bird.in.hand,Bird.in.iso,Latency.Sample,Decapitate,Euth?,RNA.blood,Mass,Brain.time,Brain.sec,Body.time,Plasma,Wing,Tarsus,Testosterone,logTestosterone,T.Exclude?,VmT.Sequenced,Brain.Macrodissection.Time,Territory.comments,Assay.comments,Dissection.comments,Breeding.comments,Other.comments,nest stage,observer,scorer initials,Assay file,Vocalizations,Songs,Hovers,Flyovers,Dives,Pecks,Attacks,Physical.Contact,Attack.Rate,Chase,Tail-flicks,Wing Waves,Copulation Attempts,Aggression.Score,Epochs.Agg,Distance (raw/epochs),Raw distance,Number of epochs,Exclude?,Notes,Brown,DarkGreen,MEred,MEtan4,MEpink4,MEsienna4,MEroyalblue,MEturquoise,MEcoral3,MEblue,MEdarkorange2,MEpurple,MEyellowgreen
CWF8,Carolina Wren,Facultative Cavity,zCavity,F,Troglodytidae,16,Natural,3/30/20,12:32 PM,3/30/20,12:01 PM,EMG ,Playback ,Net ,CWF2,F,duet,Immediate,-,GP,12:01 PM,-,12:32 PM,12:35PM,34,0:44,Yes,40,17.6,11:00,660,20:00,92,,,0.4915,-0.308476478,,Yes,,,,"nicked right optic lobe, took chunk of R telencephalon (sticking to skull alot and having a hard time separating), start of brood patch? but hard to tell bc she lost a lot of feathers in this ordeal, mostly small and white follicles maybe 1 small and yellow follicle ",,,n3-n5?,EMG,AMT,CARWAggAssay16,17,0,0,1,0,0,0,0,0,0,0,0,0,0.021276596,,11.93617021,561,47,No,started scoring @ 6:40 when EMG first saw them (that is also the time she advised me to start scoring because it was unclear to me),,,-0.116818708,0.089314336,0.091363945,0.030647035,-0.362062492,0.029950277,0.023379515,,,,
CWM3,Carolina Wren,Facultative Cavity,zCavity,M,Troglodytidae,7,Box,3/26/20,8:53 AM,3/26/20,8:53 AM,SEL ,Playback ,Net ,CWM2,M,duet51277,Immediate,-,BA49,8:53 AM,-,9:02 AM,9:17 AM,24,0:23,Yes,30,20.2,18:04,364,1:06:16,39,,,6.024,0.779884963,,Yes,,,caught within 8 minutes from start of playback ,"brain froze with some skull, testes large and white, has a brood patch",,may have mixed up CWM3 and CWF1 brain and blood ,n3?,SEL,AMT,CARWAggAssay7,8,27,0,14,0,0,7,7,0.127272727,0,0,0,0,0.381818182,,1.690909091,93,55,No,"started scoring @ 0:40, angry call by male transcribed as vocalizations",,,-0.103450285,0.07342815,0.088142403,0.023115573,,,,0.02309345,0.116020294,0.031811065,-0.369746644
CWM4,Carolina Wren,Facultative Cavity,zCavity,M,Troglodytidae,8,Natural,3/29/20,9:15 AM,3/29/20,10:44 AM,SEL ,Playback ,Net ,CWF1,F,duet51277,Immediate,-,Fess,10:44 AM,-,10:54 AM,10:56 AM,12,0:17,Yes,none,20.9,8:39,519,13:47,72,,,3.205,0.505828034,,Yes,,,"both M and F aggressive, took mount head off ","nicked CB front/middle, has large and white testes ",,,n3-n5?,SEL,AMT,CARWAggAssay8,0,28,0,3,0,0,34,34,0.566666667,0,0,0,0,0.616666667,,0.308333333,18.5,60,No,started scoring @ 1:04,,,0.083816274,0.095465949,0.114442081,0.014925061,,,,0.019537223,0.125926163,-0.054988843,-0.357966585
CWM5,Carolina Wren,Facultative Cavity,zCavity,M,Troglodytidae,21,Natural,3/31/20,11:15 AM,3/31/20,11:42 AM,SEL,Playback ,Net,CWM7,M,duetWR011,Immediate,-,VP (end of CC South Trail) ,11:20 AM,-,11:42 AM,11:43 AM,23,0:25,Yes,100,20.9,8:15,495,16:12,124,,,1.629,0.211921084,,Yes,,,male and female both responsive ,"testes huge, popped G2 ",,22 min from start of playback to euthanization ,n3-n5?,SEL,AMT,CARWAggAssay21,0,7,0,20,2,0,1,1,0.016666667,0,0,0,0,0.383333333,,4.983333333,299,60,No,started scoring @ 4:02,,,0.059524638,0.077707588,0.084331058,0.03797317,,,,0.033282592,0.070629908,0.161470296,-0.387820997
CWM6,Carolina Wren,Facultative Cavity,zCavity,M,Troglodytidae,2,Natural,3/24/20,11:17 AM,3/24/20,11:34 AM,EMG ,Playback ,Net ,CWM1,M,Kraus_B5116,Immediate,,GP (DNR Service Road) ,11:17 AM,,11:34 AM,-,17,-,Yes,50,-,-,NA,-,40,,,2.458,0.390581879,,Yes,,,"male started responding 4 min into playback, EMG continued playback for 5 min more, male sat in tree ~10m away singing the entire time ","CB seperated, left tellenchepalon nicked, spleen came apart in pieces, adrenals may have other tissue, DD tube contains DD and ureter",,,n3-n5?,EMG,AMT,CARWAggAssay2,0,47,0,0,0,0,0,0,0,0,0,0,0,0,,10,500,50,No,"started scoring @ 8:12, male didn't come in until the last min of original assay so EMG continued with another 5 min of playback so I scored when she first saw him, EMG cut playback about a min short to set up the net and started playing ebird calls to get him to come in the last min",,,0.046026625,0.063649819,0.07815578,0.044897312,,,,0.030938819,0.071640343,0.180009104,-0.393856214
CWM7,Carolina Wren,Facultative Cavity,zCavity,M,Troglodytidae,9,Natural,3/29/20,8:26 AM,3/29/20,8:45 AM,EMG ,Playback ,Net ,CWM3,M,duet51277,Immediate,-,SW (front entrance inside gates) ,8:26 AM,-,8:45 AM,8:50 AM,24,0:30,Yes,100,22.3,13:00,60,1:05,159,,,2.879875,0.459373638,,Yes,,,,"small CP, small light spleen, pec muscle is from right instead of left, brain was a mess, L side totally coming apart especially tellenchephalon stuck to side of nalgene during drop, developed testes, intermediate DD",,,n3-n5?,EMG,AMT,CARWAggAssay9,1,26,0,1,0,1,1,2,0.035087719,0,0,0,0,0.052631579,,1.710526316,97.5,57,No,"started scoring @ 5:10 when EMG first saw the wren, originally yhey didn't hsow up until the last minute of playback so EMG continued the assay for another 4 minutes, hit was transcribed as an attack, trill was transcribed as a vocalization",,,0.054722344,0.055853224,0.085327931,0.050113158,,,,0.034057105,0.074466699,0.164712959,-0.389064363
CWM8,Carolina Wren,Facultative Cavity,zCavity,M,Troglodytidae,22,Box,4/11/20,3:32 PM,4/11/20,3:52 PM,SEL,Playback ,Net,CWM6,M,duetWR011,Immediate,-,BA45,3:32 PM,-,3:52 PM,3:53 PM,21,0:21,Yes,50,21.8,12:58,778,20:52,54,,,4.9925,0.698318074,,Yes,,,"both male and female responsive, male responded first but was unsure of sex til halfway through but confirmed because he sang ",gonads large and white,,,n3/n4,SEL,AMT,CARWAggAsasay22,0,3,0,2,0,0,31,31,0.525423729,0,0,0,0,0.559322034,,1.050847458,62,59,No,started scoring @ 1:41,,,0.087583099,0.101479642,0.107600592,0.008343723,,,,0.024636232,0.114748739,-0.005864741,-0.348509008
HWF1,House Wren,Obligate.Cavity,zCavity,F,Troglodytidae,5,NA,5/2/19,7:38 AM,5/2/19,7:50,SEL,Playback,Net,HWM2,M,KrausBS115,Immediate,0,CC21,7:39,NA,7:50,8:00,21,15:59,Yes,none,9.6,18:00,360,26:50:00,64,50.5,16.55,0.11425,-0.942143791,,Yes,,nest n1,"Appeared with 30 secs left in assay, very little behavior","Follicles small, white. Great AD",,,nest n1,SEL,SJT,HOWR_Assay_5_190502_0730,,,,,,,,,,,,,,,,,,,,,,,-0.09678612,-0.033533221,-0.000705126,-0.061670186,0.007308978,0.050922885,0.023778046,,,,
HWF2,House Wren,Obligate.Cavity,zCavity,F,Troglodytidae,11,NA,5/9/19,7:54 AM,5/9/19,8:11,SEL,Playback,Net,HWM4,M,Fink5BS132,Immediate,0,CC21,7:54,NA,8:11,8:14,20,:20,Yes,100,11.1,8:08,488,11:36,108,52.5,16.3,0.1254,-0.901702464,,Yes,,"No lining, otherwise complete nest",,"Nicked telencephalon in several places, piece of skull still attached when froze","Ovary had small, white and yellow follicles",,"No lining, otherwise complete nest",SEL,SJT,HOWR_Assay_11_190509_0747,1,0,0,3,0,0,9,9,0.15,0,1,4,0,,,0.416666667,25,60,,,,,-0.053056662,-0.003373271,0.035198904,-0.09553569,0.069811642,0.030976588,0.08604004,,,,
HWF7,House Wren,Obligate.Cavity,zCavity,F,Troglodytidae,17,NA,4/22/20,2:04 PM,4/22/20,2:23,SEL,Playback,Net,HWF3,F,F38,Immediate,0,812 S Fess ,2:04,NA,2:23,2:24,20,:23,Yes,50,NA,6:48,408,17:06,62,,,0.3635,-0.439495585,,Yes,,"nest 1 inch sticks, floor covered",Only M respnded to assay but caught F,,gonad small white follicles,,n1 equivalent,SEL,AMT,HOWRAggAssay17_200422_1359,48,3,0,0,0,0,1,1,0.016666667,0,0,2,2,,,0.166666667,10,60,No,"started scoring @ 0:35, tried to copulate with mount (did not score this behavior as physical contact since it wasn't aggressive contact), male rattle vocalizations a lot",,,-0.103823822,-0.015918683,-0.026501178,-0.068278279,-0.00490268,0.028656601,0.030838552,,,,
HWM1,House Wren,Obligate.Cavity,zCavity,M,Troglodytidae,1,NA,4/24/19,7:40 AM,4/24/19,8:05,SEL,Playback,Net,NA,NA,Kraus BS115,Immediate,0,CC 26,7:40,NA,8:05,8:07,27,:24,Yes,none,10.6,8:29,509,13:21,45,53.5,17.5,0.56025,-0.251618135,,Yes,,nest n1,,gonads med and white,Saw with potential female mate,,nest n1,SEL,SJT,HOWR_Assay_1_190424_0735,0,24,0,2,0,0,0,0,0,0,10,8,0,,,0.808333333,48.5,60,,,,,0.063767084,-0.033238322,-0.020340662,-0.067802379,,,,0.021851591,0.02950052,0.15572868,-0.008482658
HWM3,House Wren,Obligate.Cavity,zCavity,M,Troglodytidae,3,NA,4/29/19,9:56 AM,4/29/19,10:08,SEL,Playback,Net,HWM1,M,Kyle19BS13427,Immediate,0,EC 14,10:00,NA,10:08,10:11,11,:24,Yes,50,10.4,10:38,638,18:39,55,53.5,16.7,1.58475,0.19996076,,Yes,,nest n1-n2,Male + female,"gonads med, white",,got sem. glom. (?),nest n1-n2,SEL,SJT,HOWR_Assay_3_190429_0954,3,4,0,7,0,0,43,43,0.716666667,0,0,7,0,,,0.141666667,8.5,60,,,,,0.072066418,-0.019665806,-0.007143169,-0.06901229,,,,0.019408003,0.020237661,0.13841459,0.002416842
HWM5,House Wren,Obligate.Cavity,zCavity,M,Troglodytidae,5,NA,5/2/19,7:38 AM,5/2/19,7:48,SEL,Playback,Net,HWM2,M,KrausBS115,Immediate,0,CC21,7:39,NA,7:48,7:51,12,:23,Yes,100,10.6,6:47,407,22:11,64,54,17,0.34975,-0.456242277,,Yes,,nest n1,,"Not the best brain, gonads very large, CP",,,nest n1,SEL,SJT,HOWR_Assay_5_190502_0730,5,7,0,5,0,0,19,19,0.316666667,0,5,1,0,,,3.25,195,60,,Slow approach.,,,0.055252202,-0.020368784,0.01111874,-0.086649615,,,,0.011390989,0.052206906,0.12299263,-0.009478769
HWM6,House Wren,Obligate.Cavity,zCavity,M,Troglodytidae,6,NA,5/2/19,9:37 AM,5/2/19,9:45,SEL,Playback,Net,HWM2,M,FinkB5132,Immediate,0,CC18,9:37,NA,9:45,9:46,9,:21,Yes,50,10.7,7:52,472,17:00,41,53.5,17.7,2.8065,0.448165047,,Yes,,"Nest complete with cup, HW in and out of box","Female super aggressive, but couln't catch.","CP, big testes, good DD.",,,"Nest complete with cup, HW in and out of box",SEL,SJT,HOWR_Assay_6_190502_0933,4,15,0,18,0,0,2,2,0.033333333,0,0,3,0,,,2.416666667,145,60,,,,,0.064533873,-0.036925252,-0.012537515,-0.064425449,,,,0.020667702,0.012097251,0.17210563,-0.006107359
HWM7,House Wren,Obligate.Cavity,zCavity,M,Troglodytidae,7,NA,5/4/19,11:42 AM,5/4/19,11:40,SEL,Playback,Box,HWF1,F,XC263717,Immediate,0,321 N. Maple,11:42,NA,11:54,11:55,13,:21,Yes,none,10.6,7:37,457,14:22,36,51.5,16.7,2.745,0.438542349,,Yes,,,"May have mixed up M and F during assay, or maybe only M?",,,,,SEL,SJT,HOWR_Assay_7_190504,10,17,0,13,0,0,1,1,0.016666667,0,1,2,0,,,2.591666667,155.5,60,,,,,0.07211536,-0.009175598,-0.002988699,-0.080030375,,,,0.014795768,0.030230604,0.103577139,0.002148301
HWM9,House Wren,Obligate.Cavity,zCavity,M,Troglodytidae,16,NA,4/24/20,10:55,4/24/20,11:13,SEL,Playback,Net,HWM8,M,Kraus BS115,Immediate,0,EC 5,10:55,NA,11:13,11:14,19,:18,Yes,none,10.7,7:42,462,12:44,52,50,,1.22025,0.086448816,,Yes,,~2 inch sticks in box,"M attacked most of assay, F didn't come in until end",,Testes large and white,,n1 equivalent ,SEL,AMT,HOWRAggAssay16_200424_1047,4,8,0,2,0,0,41,41,0.683333333,0,0,17,0,1,,0.116666667,7,60,No,started scoring @ 1:38,,,0.069042773,-0.003125132,-0.018391045,-0.084691597,,,,0.015463712,0.033673719,0.109149413,-0.005982898
KYTSF3,Tree Swallow,Obligate.Cavity,zCavity,F,Hirundinidae,10,NA,29-Mar,8:15 AM,3/29/19,8:15 AM,SEL,Playback,Net,M Salvage,M,B66v3,Immediate,,KY 25,8:15 AM,,8:26 AM,8:29 AM,14,:24,Yes,100,20.7,7:00,420,13:30,175,119,,0.2061,-0.685922008,,Yes,,Pair fighting w/ neighboring ind ~5min prior to trial,,,F pecked eyes of mount often,"FY F agg- pecks, stayed w/in 2 m: M less agg- perched in tree: fighting ?? before trial, 2nd pair intrusion w/ floater dance : F is SY- feather in box 4/5: got AD: F plumage is green/brown, M is dark blue",,SEL,JKK,190329-0815,5,0,4,7,0,14,0,14,0.233333333,1,0,0,0,0.433333333,,0.958333333,57.5,60,,,,,-0.060757747,-0.10975981,-0.01999078,-0.086959688,0.042152202,0.116716016,-0.054762944,,,,
KYTSF4,Tree Swallow,Obligate.Cavity,zCavity,F,Hirundinidae,13,NA,4/6/19,8:39 AM,4/6/19,8:39 AM,SEL,Playback,Net,KYF19,F,Bayles front,Immediate,,KY 39,8:39 AM,,8:50 AM,8:55 AM,16,:21,Yes,100,20.6,8:15,495,15:01,120,122.5,,0.2578,-0.588717087,,Yes,,,,Nicked above cerebellum hope its not NT,,"Got one adrenal: F attacked mount entire time! ASY: ovarys small, no large follicles, pink-white: EABL responded too",,SEL,JKK,190406-0839,2,0,2,7,1,2,53,55,0.916666667,0,0,4,0,1,,0.783333333,47,60,,no 30 sec of silence,,,-0.05485396,-0.103470332,-0.038098007,-0.093816329,0.026435474,0.055681094,-0.04097439,,,,
KYTSF8,Tree Swallow,Obligate.Cavity,zCavity,F,Hirundinidae,20,NA,4/7/19,9:15 AM,4/7/19,9:15 AM,SEL,Playback,Box,M Salvage,M,SW93,Immediate,2,KY 33,9:17 AM,,8:33 AM,8:38 AM,21,:30,Yes,50,19.5,8:12,492,14:21,120,115.5,,1.246,0.095518042,,Yes,,,,,,F + M very aggressive: No AD on F,,SEL,JKK,190407-0915,3,0,4,1,0,0,26,26,0.472727273,0,0,2,0,0.581818182,,1.127272727,62,55,,ended early,,,-0.025640825,-0.085339756,-0.023051967,-0.106557486,0.001790544,0.001587923,0.220860191,,,,
KYTSM1,Tree Swallow,Obligate.Cavity,zCavity,M,Hirundinidae,2,NA,24-Mar,8:29 AM,3/24/19,8:30,EMG,Playback,Net,TSF1,F,B199-3.19.17,Immediate,,KY 42,8:29 AM,,8:47 AM,8:49 AM,20,:20,Yes,100,20.8,9:05,545,16:30,200,121.2,,0.7165,-0.144783805,,Yes,,Potentially not focal male- neighbor or floater?,got ~2 min of male behavior- EMG (it is the same male),Nicked L terencephalon,"Gonads off-white, medium (~2 mm or 3) small spleen, prominant gall bladder? dark large",,,EMG,JKK,190324-0321,0,1,0,3,1,0,0,0,0,0,0,0,0,0.066666667,,23.84166667,1430.5,60,,,,,0.104079462,-0.093733097,-0.050942333,-0.106838843,,,,0.018127697,0.00619306,-0.025553778,0.029574999
KYTSM2,Tree Swallow,Obligate.Cavity,zCavity,M,Hirundinidae,8,NA,27-Mar,9:41 AM,3/27/19,9:56 AM,SEL,Playback,Net,M004,M,SW93,Immediate,,KY 35,9:41 AM,0,9:56 AM,10:00 AM,19,:40,Yes,50,18.7,0,NA,17:19,90,119.5,,1.74425,0.241608732,,Yes,,,"Solo male, good assay",Brain tilted at right anter/posterion terencephalon,,Assay ended early,,SEL,JKK,190327-0941,3,1,15,7,1,0,0,0,0,0,0,0,0,0.383333333,,1.040816327,51,49,,ended early,,,0.083848713,-0.113546082,-0.042828957,-0.091457445,,,,0.056595227,-0.008978836,0.042241936,0.060936575
KYTSM4,Tree Swallow,Obligate.Cavity,zCavity,M,Hirundinidae,22,NA,4/7/19,10:28 AM,4/7/19,10:35 AM,SEL,Playback,Box,TSM2,M,SW91,Immediate,,pool box,,10:43 AM,10:54 AM,10:59 AM,16,:24,Yes,100,21.8,8:02,482,14:44,140,125.5,,9.5575,0.980344307,,Yes,,,"Great assay, F + M very agg, M more so",,"Large white gonads, good adrenals",Feather in box: not sure about ductus deferens,,SEL,JKK,190407-1027,19,4,25,3,0,0,0,0,0,0,0,1,0,0.483333333,,0.491666667,29.5,60,,,,,0.12432919,-0.08804764,-0.031706909,-0.104092838,,,,0.098426547,-0.062572731,0.231865613,0.06499684
KYTSM7,Tree Swallow,Obligate.Cavity,zCavity,M,Hirundinidae,23,NA,10-Apr,8:10 AM,4/10/19,8:15 AM,SEL,Playback,Net,KY9F,F,SW93,Immediate,,KY 4,,,8:38 AM,8:43 AM,NA,:33,Yes,100,19.1,7:53,473,18:00,,126,,1.15825,0.063802309,,Yes,,,,Nicked,,"Nest had good perimeter but no bottom: M stayed mainly perched @ 1m, few hovers: good DD + adrenal",,SEL,JKK,190410-0811,14,0,8,5,0,0,1,1,0.019607843,0,0,0,0,0.274509804,,2.774509804,141.5,51,,ended early,,,0.130728238,-0.090115709,-0.03077122,-0.114499752,,,,0.031789209,0.003740523,0.017851507,0.030769609
PWF7,Prothonotary Warbler,Obligate.Cavity,zCavity,F,Parulidae,18,NA,4/30/21,10:16,4/30/21,10:19,SEL,Playback,Net,PWF1,F,F chips 1,Immediate,0,BCA 9,10:16,,10:19,10:23,7,:33,Yes,50,12.8,9:50,590,16:04,99,67.5,18.7,0.2019,-0.694863681,,Yes,5:41,"paired with PWM8, F building","TAE followed M, SEL followed F on separate day; SEL's recording should start @13 min, F @ 20m to start; lots of wing waves; ~3 min behavior",,"follicles small, mostly white and a few yellow",,n4,SEL,,,,,,,,,,,,,,,,,,,,,check if 2.5 min,FAILED ASSAY,,,-0.122755366,-0.104003077,0.096098898,-0.005105278,0.004942757,0.028307991,0.216472158,,,,
ROM11,American Robin,Open,Open,M,Turdidae,17,NA,4/17/19,,4/17/19,8:02 AM,SEL,Playback,Net,ROM9,M,M3,Immediate,,EC parking lot,,,8:02 AM,8:04 AM,,54,Yes,100,74.3,11:42,702,20:06,208,132.5,33.3,2.8055,0.448010273,,Yes,,,,Took R eye too,,Recording assay 17 : Agg assay #17 but for different male (dont know where ROM CO tubes are) : Large gonads : Good adrenals,,,,190417-0749,,,,,,,,,,,,,,,,,,,,,,,0.054976244,0.063599749,-0.074661714,-0.059465521,,,,0.047624543,0.045074692,0.027409239,0.070270972
ROM2,American Robin,Open,Open,M,Turdidae,,NA,,9:55,3/17/18,,SEL,Playback,Net,,NA,,Immediate,,Bayles,9:55,,10:13,10:13,18,:56,Yes,30,74.9,12:09,729,17:24,70,,,2.17425,0.337309479,,Yes,,,,Brain touched side of bucket and I nicked it while moving,"M responsive to playback, acting territorial by sticking around after I caught ROF2 in same spot;",,,,,,,,,,,,,,,,,,,,,,,,,,,,0.106273781,0.074333045,-0.029706209,-0.081154884,,,,0.046345054,0.030926471,0.07216724,0.046951999
ROM3,American Robin,Open,Open,M,Turdidae,,NA,,9:40,3/18/18,,SEL,Playback,Net,,NA,,Immediate,,Range Rd/IU Service Bldg.,9:40,,10:04,10:04,24,:39,Yes,50,71,13:21,81,18:13,85,,,5.9845,0.777027871,,Yes,,,"M and F flew towards playback together, F never got close;","Brain stuck to bucket, had to pry from sides - may have messed up morphology; hemispheres separated slightly; broke G2 - only partial of 2nd gonad","testes grey/brown, smaller than ROM2 but larger than ROM1",,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10725111,0.062510631,-0.077966172,-0.070074486,,,,0.047452305,0.07861625,-0.015099361,0.079245007
ROM7,American Robin,Open,Open,M,Turdidae,1,NA,3/13/19,,3/13/19,10:00 AM,SEL,Playback,,ROM1,M,AMRO M2,Immediate,,Entrance to Cikana hatchery,,,,,,,Yes,100,78.5,7:10,430,13:00,130,,,3.64475,0.561667745,,Yes,,,,,,"Gonads med + gray : Territorial, came into playback ""male 2""",,,,no file,,,,,,,,,,,,,,,,,,,,,,,0.084365946,0.081854269,-0.019572836,-0.084752199,,,,0.048844484,0.078119003,-0.029044652,0.086824593
ROM8,American Robin,Open,Open,M,Turdidae,,NA,3/19/19,10:14,3/19/19,10:17 AM,SEL,Playback,Net,ROM1,M,AMRO M2,Immediate,,"Bayles, back near golf course",10:14 AM,,10:17,10:37,23,,Yes,50,72.6,10:00,600,15:00,240,,,5.3195,0.725870813,,Yes,,pair w/ ROF6,caught before full 5 min assay,spleen med pink,"gonads med, grey",,,,,,,,,,,,,,,,,,,,,,,,,,,,0.063614798,0.027327827,-0.05564149,-0.045323993,,,,0.054958653,0.092713336,-0.034821002,0.081651911
ROM9,American Robin,Open,Open,M,Turdidae,6,NA,4/2/19,,4/2/19,12:15 PM,SEL,Playback,Net,ROM7,M,M2,Immediate,,Bayles trees across weather station,12:11 PM,,12:23,,13,,Yes,50,77.1,,NA,,,126,32.9,2.8125,0.449092531,,Yes,,,,R eye not L,,"M w/in 3-10m entire assay, perched had a F nearby : Large glomerulus : Large testes : Thought M was F, but it was M the whole time",,,,190402-1211,0,0,0,0,0,0,0,0,0,0,0,0,0,,,10.41666667,625,60,,,,,0.073893865,0.047934643,-0.068829142,-0.055867399,,,,0.059568437,0.086368595,-0.102732232,0.101284242
YWF7,Yellow Warbler,Open,Open,F,Parulidae,19,NA,5/10/21,,5/10/21,,SEL,Playback,,YWF4,F,27182,Immediate,0,GP 21,12:53,,1:16,1:18,25,:20,Yes,none,9,8:23,503,16:00,22,60.5,17.2,NA,NA,Yes - only 22 uL,Yes,6:35,,"F responsive, lost track of M during end of assay; M attacked mate, not mount",,"ovaries small, yellow/white",,,SEL,SJT,YEWA_AggAssay_19_M_F,2,0,0,4,0,0,0,0,0,0,0,0,0,0.076923077,,2.384615385,124,52,maybe,only 22 uL plasma,,,-0.0813285,0.051267564,-0.144129128,0.12832869,0.073633739,0.102677435,-0.072183308,,,,
YWM2,Yellow Warbler,Open,Open,M,Parulidae,1,NA,5/2/20,9:53 AM,5/2/20,10:08 AM,SEL,Playback,Net,YWM1,M,99354,Immediate,-,CS13 ,9:53 AM,-,10:08 AM,10:11 AM,18,0:32,Yes,50,8.7,6:02,362,12:04,48,60.5,,3.938655178,0.595347961,,Yes,5:34,,assay restarts about 14 min into recording when male sees mount and attacks,"gonads med and white, G2 popped","never saw female, unpaired?",,?,SEL,AMT,YEWA_AggAssay1_200502_0929,0,0,0,5,0,1,16,17,0.283333333,0,1,3,0,0.416666667,,0.308333333,18.5,60,No,started scoring @ 14:26,,,0.095110073,0.015759592,-0.163427149,0.142199608,,,,0.089482195,-0.379263592,0.135812604,0.071233429
YWM3,Yellow Warbler,Open,Open,M,Parulidae,2,NA,5/7/20,1:19 PM,5/7/20,1:17 PM,SEL,Playback,Net,YWM2,M,205371,Immediate,-,GP13,1:08 PM,-,1:17 PM,1:19 PM,11,0:24,Yes,50,9.6,7:19,439,16:46,48,,,6.900375,0.838872693,,Yes,6:41,,"pair, male mostly responded, didn't know where male was in the very beginning 5-10m?",testes large and white,,,?,SEL,AMT,YEWA_AggAssay2_200507_1259,0,7,0,9,1,0,1,1,0.019607843,0,0,0,0,0.196078431,,0.882352941,45,51,No,started scoring @ 0:50,,,0.100572518,0.051786186,-0.164238161,0.11887007,,,,0.079330499,-0.363409338,0.06892206,0.076188123
YWM4,Yellow Warbler,Open,Open,M,Parulidae,6,NA,5/12/20,12:17 PM,5/12/20,12:30 PM,SEL,Playback,Net,YWM1,M,516692,Immediate,0,GP 22/23,12:17 PM,,12:28 PM,12:30 PM,13,:14,Yes,none,8.8,6:50,410,12:52,30,66,18,3.867619897,0.587443786,,Yes,7:04,,F didn’t' come in,"Brain froze w piece of skull, slightly pulled apart telencephalon from CB; G2 popped","CP; Testes large and white, seminal glomus light brown",,,SEL,SJT,YEWA_AggAssay6_200512_1207,0,3,0,11,0,0,3,3,0.05,0,0,0,0,0.233333333,,1.25,75,60,,,,,0.077110658,0.055312061,-0.174156667,0.124802426,,,,0.064389765,-0.372821799,0.105454027,0.047929065
BBF11,Eastern Bluebird,Obligate.Cavity,zCavity,F,Turdidae,NA,NA,NA,NA,4/20/19,10:15 AM,SEL,Passive,Box,,,,No.Playback,,Cikana Box 7,NA,9:45 AM,10:18 AM,10:19 AM,NA,:20,Yes,100,30.8,9:30,570,14:40,140,,,0.0593,-1.226945307,,Yes,,,,"No assay, just nest box trap : Ovary very tiny + white, no developing follicles : Recording ""SR442"" overcast",,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.088841903,-0.123048381,-0.040693225,0.06032488,-0.019954908,-0.018674019,0.112030256,,,,
BBF9,Eastern Bluebird,Obligate.Cavity,zCavity,F,Turdidae,NA,NA,NA,NA,3/19/18,,ABB,Passive,Box,,,NA,No.Playback,,Bayles 27,,,10:48,10:51,NA,:38,Yes,,28,12:07,727,17:16,190,,,0.3092,-0.509760515,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.066580968,-0.117207082,-0.013232992,0.044355819,0.023311138,0.01006724,0.119076414,,,,
BBM13,Eastern Bluebird,Obligate.Cavity,zCavity,M,Turdidae,NA,NA,NA,NA,4/7/19,10:15 AM,SEW,Passive,Box,,,,No.Playback,,SW 1,,less than 10 min,10:15 AM,10:21 AM,NA,:40,Yes,0,NA,4:38,278,19:14,,,,NA,NA,,Yes,,,M+F not very agg; B+W=30.9 : Body=26.8,No Blood : Brain good : may have nicked L teren : Body cavity very bloody : May have popped one/two gonads a bit?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.076118121,-0.124010262,-0.017599526,0.042681043,,,,0.005716445,0.058426187,-0.100371637,0.028469277
BBM9,Eastern Bluebird,Obligate.Cavity,zCavity,M,Turdidae,NA,NA,NA,NA,3/23/18,10:00 AM,SEW,Passive,Box,,NA,,No.Playback,,SW37,NA,10:00 AM,10:05 AM,,NA,:14,Yes,NA,29.4,12:04,724,19:44,113,,,6.236,0.794906107,,Yes,,,,"nicked 1 telecephalon; brain stuck on side, nicked it while dettaching alittle, all organs good, first time SEW brain dissection solo",one gonad slightly enlarged; box contents: E,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.118180188,-0.11032884,-0.012043349,0.055249992,,,,0.016021888,0.05730694,-0.087536271,0.020993922
BSF1,Barn Swallow,Open,Open,F,Hirundinidae,NA,NA,NA,NA,4/23/19,6:55 AM,SEL,Passive,Net,,,,No.Playback,,EC,,,6:55 AM,7:22 AM,NA,:33,Yes,100,18.9,6:29,389,10:58,92,115,,0.1079,-0.966978555,,Yes,,,,R eye on top of left : Small white follicles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.096750939,0.124837794,-0.102744011,-0.127549409,0.02035786,0.02991982,0.048864889,,,,
